   ID      X        Y         U       e(U)     B      e(B)     V      e(V)     I      e(I)
  316   1591.08   179.09    17.184   0.012  16.743   0.014  15.981   0.021  14.894   0.018
  317    551.23   691.23    17.153   0.012  16.746   0.013  15.926   0.015  14.816   0.021
  318    353.08  1499.68    17.125   0.011  16.745   0.009  16.210   0.015  15.411   0.027
  319    923.21  1607.62    17.179   0.012  16.752   0.014  15.985   0.013  14.913   0.026
  320    547.74  1801.01    17.068   0.016  16.752   0.013  16.039   0.014  15.066   0.026
  321    709.85  1902.85    17.046   0.016  16.751   0.012  16.163   0.017  15.366   0.034
  322   1959.53   314.64    17.183   0.011  16.757   0.013  15.866   0.020  14.738   0.024
  323    887.44  1146.37    17.306   0.012  16.753   0.010  16.134   0.014  15.332   0.024
  324    787.69  1185.93    17.234   0.012  16.760   0.010  16.229   0.014  15.514   0.020
  325    626.45   245.39    17.492   0.016  16.770   0.013  15.819   0.017  14.746   0.022
  326    549.02   901.81    17.156   0.013  16.767   0.011  15.975   0.015  14.973   0.017
  327    639.15  1286.37    17.072   0.014  16.766   0.015  16.131   0.015  15.253   0.026
  328   1595.83   986.84    17.287   0.012  16.778   0.012  15.935   0.013  14.947   0.021
  329   1644.11   503.27    17.201   0.014  16.781   0.012  15.885   0.013  14.827   0.013
  330   1464.87   593.29    17.988   0.023  16.789   0.016  15.471   0.020  14.013   0.019
  331    656.66   479.29    17.215   0.012  16.778   0.012  16.211   0.014  15.416   0.020
  332    742.02  1129.87    17.534   0.013  16.787   0.011  15.632   0.011  14.274   0.016
  333    801.08  1288.22    17.202   0.012  16.778   0.011  16.178   0.017  15.365   0.022
  334    797.03  1125.43    17.315   0.018  16.787   0.013  16.191   0.017  15.413   0.021
  335    613.50  1949.47    17.233   0.012  16.798   0.010  16.009   0.018  15.056   0.033
  336    323.63   153.05    19.140   0.031  16.818   0.012  14.935   0.019  12.852   0.018
  337    973.73  1417.84    17.676   0.023  16.812   0.010  15.595   0.012  14.202   0.022
  338   1768.84  1272.94    17.142   0.016  16.820   0.010  16.167   0.015  15.265   0.020
  339    116.62   128.75    18.172   0.021  16.836   0.015  15.413   0.022  13.690   0.013
  340   1727.09   811.17    17.172   0.015  16.826   0.011  16.130   0.016  15.176   0.019
  341   1524.13  1709.29    17.875   0.015  16.833   0.011  15.671   0.019  14.260   0.018
  342    324.30  1033.12    17.261   0.014  16.830   0.009  16.013   0.014  14.925   0.015
  343    782.03  1279.56    17.294   0.012  16.829   0.011  16.292   0.015  15.553   0.024
  344   1435.80   251.72    17.171   0.014  16.837   0.012  16.068   0.019  15.046   0.022
  345    723.74  1373.05    17.251   0.009  16.840   0.013  16.041   0.013  15.056   0.025
  346   1936.05   248.80    19.121   0.035  16.860   0.014  14.999   0.024  12.990   0.025
  347    892.75  1450.63    17.640   0.012  16.851   0.011  15.641   0.018  14.227   0.027
  348   1552.43  1271.57    17.179   0.016  16.846   0.012  16.277   0.013  15.499   0.023
  349    668.98  1798.43    17.393   0.019  16.850   0.036  16.007   0.054  14.943   0.075
  350   1232.60  1914.04    17.400   0.012  16.852   0.016  15.936   0.015  14.817   0.031
  351    719.88  1104.62    17.241   0.012  16.862   0.013  16.301   0.013  15.547   0.017
  352     82.16   614.18    17.362   0.020  16.869   0.013  15.955   0.018  14.728   0.023
  353    966.41  1298.14    17.278   0.013  16.863   0.011  16.328   0.015  15.593   0.029
  354   1634.47  1237.36    17.132   0.012  16.868   0.011  16.175   0.017  15.238   0.017
  355   1919.68   706.99    17.861   0.019  16.878   0.011  15.627   0.018  14.204   0.016
  356    799.60  1152.30    17.318   0.020  16.872   0.012  16.291   0.012  15.506   0.022
  357   1669.46  2043.40    17.321   0.014  16.876   0.013  16.076   0.019  15.020   0.015
  358   1592.78  1493.87    17.195   0.010  16.878   0.011  16.089   0.018  15.076   0.017
  359   1451.09  1334.11    19.040   0.037  16.900   0.012  15.196   0.011  13.343   0.014
  360    217.32   690.70    17.168   0.015  16.886   0.013  16.143   0.021  15.062   0.022
  361    783.16   345.26    17.427   0.022  16.903   0.029  15.915   0.041  14.711   0.053
  362    711.84   998.72    17.784   0.013  16.912   0.012  15.721   0.011  14.339   0.015
  363    678.10  1855.57    17.279   0.015  16.903   0.015  16.342   0.019  15.639   0.031
  364    535.66  2031.02    17.294   0.013  16.909   0.020  16.091   0.019  15.060   0.033
  365    900.09  1000.53    17.309   0.011  16.912   0.013  16.096   0.016  14.972   0.019
  366    746.41  1970.53    17.286   0.016  16.910   0.013  16.205   0.021  15.317   0.032
  367    958.03   657.46    17.389   0.015  16.918   0.010  16.050   0.016  14.962   0.014
  368   1668.98  1912.67    17.272   0.014  16.919   0.011  16.113   0.018  15.098   0.022
  369   1951.94  1689.64    17.242   0.012  16.916   0.014  16.417   0.018  15.649   0.020
  370   1624.97  1617.61    17.159   0.011  16.921   0.010  16.227   0.015  15.275   0.014
  371   1050.81  1180.72    17.340   0.013  16.918   0.011  16.459   0.017  15.823   0.021
  372   1194.26  2026.26    17.260   0.018  16.928   0.014  16.112   0.022  15.067   0.026
  373    640.43   293.45    17.465   0.018  16.930   0.009  15.991   0.019  14.828   0.021
  374   2003.53  1217.39    17.209   0.015  16.927   0.012  16.360   0.025  15.545   0.019
  375    627.28  1614.34    17.345   0.016  16.937   0.016  16.107   0.018  15.082   0.029
  376   1287.56    45.07    18.263   0.020  16.950   0.015  15.448   0.027  13.792   0.016
  377    645.89   891.08    18.537   0.025  16.950   0.013  15.477   0.013  13.926   0.014
  378   1611.86   393.67    17.696   0.019  16.946   0.011  15.766   0.014  14.427   0.015
  379    305.78   968.50    17.507   0.010  16.950   0.011  15.968   0.019  14.767   0.016
  380   1719.86   809.38    17.227   0.013  16.944   0.013  16.283   0.019  15.357   0.020
  381   1028.91  1096.49    17.818   0.015  16.954   0.011  15.751   0.012  14.340   0.052
  382   1958.69  1511.78    17.862   0.015  16.953   0.015  16.031   0.022  14.988   0.024
  383    363.44  1677.53    18.111   0.025  16.956   0.014  15.851   0.013  14.617   0.023
  384   1514.21   568.10    17.432   0.013  16.953   0.013  16.022   0.015  14.913   0.014
  385    847.58  1298.29    17.284   0.012  16.953   0.013  16.082   0.015  14.960   0.024
  386    855.82   323.65    18.350   0.024  16.963   0.009  15.536   0.012  13.949   0.018
  387    660.80   708.44    17.381   0.052  16.953   0.012  16.109   0.012  15.064   0.020
  388   1621.28  1222.79    18.147   0.025  16.964   0.013  15.663   0.014  14.235   0.012
  389   1078.32  1329.43    17.298   0.016  16.959   0.010  16.138   0.014  15.100   0.022
  390   1765.86   705.61    18.117   0.023  16.967   0.013  15.666   0.011  14.184   0.015
  391   1638.42   769.64    17.327   0.043  16.960   0.042  16.234   0.090  15.366   0.101
  392   1178.76  1035.28    17.738   0.015  16.966   0.009  15.870   0.010  14.549   0.020
  393   1821.25  1868.29    18.051   0.013  16.970   0.014  15.736   0.016  14.375   0.018
  394   1878.67  1013.34    17.368   0.014  16.970   0.012  16.159   0.015  15.134   0.019
  395   1287.87   139.31    17.346   0.018  16.974   0.013  16.143   0.022  15.015   0.017
  396    888.48  1090.90    17.507   0.011  16.970   0.014  16.387   0.013  15.547   0.027
  397    539.06   608.53    18.383   0.018  16.985   0.014  15.539   0.014  13.938   0.014
  398   1039.59   319.89    17.636   0.020  16.984   0.014  15.869   0.017  14.531   0.020
  399    587.57   536.30    17.225   0.014  16.978   0.011  16.263   0.015  15.232   0.019
  400    381.73   217.49    17.957   0.024  16.992   0.012  15.697   0.015  14.219   0.016
  401   1010.58  1906.95    18.025   0.027  16.987   0.017  15.964   0.042  14.864   0.056
  402    904.50  1163.58    17.642   0.099  16.983   0.095  16.469   0.200  15.415   0.161
  403    161.64  1017.14    17.388   0.017  16.989   0.014  16.168   0.019  15.061   0.026
  404   1812.14  1692.24    17.936   0.018  17.005   0.012  15.810   0.012  14.441   0.016
  405    623.73  1187.77    17.440   0.014  16.995   0.010  16.455   0.012  15.687   0.021
  406    620.25  1591.65    17.318   0.015  16.999   0.013  16.500   0.017  15.837   0.031
  407   1990.06  1522.24    17.874   0.017  17.012   0.019  16.055   0.032  14.974   0.046
  408    776.96  1163.79    17.450   0.013  17.006   0.013  16.514   0.016  15.800   0.023
  409   1441.01   971.57    17.327   0.018  17.008   0.013  16.373   0.018  15.539   0.018
  410   1648.91   556.80    17.461   0.012  17.013   0.012  16.103   0.016  14.981   0.013
  411   1038.35   222.54    17.390   0.015  17.012   0.013  16.269   0.022  15.265   0.024
  412    872.30  1140.80    17.509   0.015  17.013   0.011  16.473   0.014  15.693   0.029
  413    402.17   417.17    17.354   0.015  17.018   0.012  16.266   0.017  15.262   0.024
  414   1989.13  1475.91    18.031   0.028  17.022   0.016  15.993   0.019  14.844   0.019
  415    468.36   696.16    17.395   0.017  17.020   0.011  16.197   0.016  15.117   0.018
  416    461.07   653.61    17.747   0.020  17.023   0.013  16.072   0.017  14.976   0.017
  417   1087.47   185.66    17.430   0.016  17.026   0.012  16.096   0.021  14.910   0.017
  418    882.43   907.36    17.983   0.016  17.032   0.013  15.729   0.014  14.187   0.014
  419     92.36  1746.74    17.331   0.012  17.025   0.014  16.271   0.017  15.310   0.025
  420   1166.99   598.98    17.482   0.014  17.027   0.013  16.150   0.014  15.061   0.018
  421   1022.57    57.01    17.574   0.013  17.023   0.015  16.462   0.031  15.589   0.021
  422    874.31  1367.99    17.594   0.013  17.025   0.013  16.466   0.017  15.763   0.028
  423   1936.48  1210.25    17.358   0.037  17.031   0.042  16.305   0.065  15.367   0.066
  424    816.68  1052.22    17.587   0.016  17.032   0.013  16.407   0.016  15.528   0.023
  425   2000.03  1436.04    17.655   0.018  17.040   0.014  16.057   0.019  14.854   0.023
  426    911.71  1168.80    17.514   0.012  17.041   0.011  16.414   0.013  15.564   0.026
  427    305.43   703.15    17.514   0.013  17.046   0.010  16.205   0.019  15.157   0.021
  428    360.79  1347.36    17.529   0.014  17.048   0.014  16.176   0.022  15.084   0.019
  429    596.75  1453.59    18.033   0.020  17.057   0.013  15.874   0.013  14.624   0.020
  430   1138.06  1930.44    17.839   0.020  17.057   0.014  15.914   0.020  14.588   0.025
  431   1768.65  1162.18    17.399   0.015  17.055   0.016  16.320   0.014  15.347   0.024
  432    825.23  1498.54    17.538   0.016  17.055   0.016  16.516   0.020  15.840   0.034
  433   1536.37  2006.28    17.625   0.023  17.062   0.013  16.115   0.023  15.008   0.021
  434    765.40  1177.50    17.572   0.022  17.057   0.030  16.555   0.052  15.869   0.069
  435   1140.90  1072.48    17.608   0.012  17.072   0.010  16.126   0.011  14.977   0.022
  436   1472.99  1092.99    17.319   0.011  17.069   0.012  16.395   0.014  15.468   0.021
  437    418.73   569.37    17.639   0.019  17.074   0.011  16.179   0.016  15.089   0.017
  438   1596.88   457.27    17.438   0.034  17.084   0.052  16.396   0.075  15.488   0.021
  439    461.67  1978.92    17.423   0.016  17.088   0.015  16.284   0.015  15.308   0.029
  440    836.04  1464.24    18.333   0.018  17.101   0.012  15.743   0.013  14.218   0.022
  441   1341.97   402.28    17.424   0.017  17.090   0.013  16.396   0.017  15.451   0.018
  442    349.76  1451.51    17.446   0.013  17.093   0.012  16.391   0.019  15.450   0.024
  443    819.07  1155.85    17.612   0.015  17.095   0.012  16.445   0.020  15.585   0.020
  444    238.87  1073.07    17.651   0.018  17.102   0.013  16.151   0.016  15.002   0.026
  445   1497.27  1446.23    17.560   0.017  17.102   0.012  16.283   0.013  15.280   0.016
  446   1094.30  1355.09    17.447   0.056  17.100   0.012  16.396   0.022  15.501   0.022
  447    845.67  1152.05    17.476   0.016  17.099   0.011  16.435   0.016  15.530   0.021
  448   1065.17  1922.09    17.534   0.017  17.103   0.019  16.278   0.018  15.302   0.034
  449   1499.64   844.10    17.909   0.023  17.105   0.013  16.236   0.014  15.180   0.017
  450    332.89   130.55    18.319   0.021  17.115   0.013  16.055   0.021  14.924   0.020
  451    965.96  1401.19    17.647   0.015  17.112   0.022  16.549   0.017  15.739   0.022
  452    714.30   455.71    17.568   0.015  17.119   0.011  16.274   0.016  15.159   0.021
  453   1234.93   315.88    17.557   0.018  17.124   0.011  16.243   0.017  15.110   0.018
  454   1932.15  1603.69    17.466   0.018  17.122   0.014  16.418   0.022  15.507   0.023
  455    874.81  1114.42    18.019   0.018  17.132   0.015  15.906   0.013  14.424   0.019
  456    357.06  1986.97    17.491   0.021  17.124   0.017  16.341   0.027  15.350   0.031
  457   1764.98   167.35    19.347   0.038  17.143   0.018  15.332   0.017  13.362   0.021
  458   1292.05   709.30    17.635   0.017  17.128   0.013  16.550   0.018  15.826   0.024
  459    512.46  1355.02    17.495   0.018  17.134   0.015  16.449   0.015  15.538   0.020
  460    428.43   770.16    17.492   0.018  17.135   0.015  16.342   0.019  15.291   0.026
  461   1148.89   493.66    17.412   0.013  17.136   0.012  16.406   0.013  15.443   0.023
  462    559.75  1880.47    17.591   0.020  17.140   0.014  16.315   0.018  15.291   0.034
  463    663.48   872.67    17.420   0.014  17.140   0.013  16.425   0.016  15.456   0.022
  464   1791.77   966.71    17.562   0.017  17.145   0.013  16.271   0.015  15.211   0.019
  465    267.90   919.52    17.486   0.014  17.143   0.015  16.546   0.022  15.675   0.018
  466   1281.64  1109.23    17.607   0.017  17.149   0.012  16.295   0.014  15.207   0.027
  467   2000.49   736.81    17.504   0.015  17.151   0.014  16.483   0.024  15.513   0.026
  468   2009.91  1247.51    18.170   0.020  17.162   0.019  15.989   0.032  14.641   0.028
  469   1388.91   196.08    17.560   0.013  17.153   0.016  16.572   0.024  15.758   0.018
  470   1802.57   218.08    17.616   0.011  17.153   0.011  16.618   0.027  15.829   0.029
  471   1583.03  1504.49    17.464   0.013  17.156   0.017  16.429   0.014  15.458   0.018
  472   1487.69  1090.30    17.527   0.014  17.154   0.012  16.632   0.019  15.876   0.027
  473    743.84  1214.28    17.583   0.018  17.160   0.021  16.360   0.034  15.325   0.045
  474    200.07  1808.41    18.006   0.019  17.168   0.017  16.209   0.027  15.167   0.026
  475    163.60   534.41    17.609   0.023  17.171   0.014  16.288   0.022  15.141   0.025
  476    433.87   830.61    17.736   0.016  17.171   0.010  16.301   0.017  15.202   0.017
  477    437.29  1776.40    17.529   0.022  17.169   0.016  16.411   0.027  15.458   0.028
  478    542.44  1714.72    17.397   0.014  17.171   0.014  16.457   0.017  15.536   0.029
  479    986.80  1095.35    17.722   0.018  17.177   0.015  16.255   0.013  15.074   0.018
  480   1372.07  1985.46    17.518   0.019  17.174   0.014  16.392   0.022  15.353   0.024
  481    744.66  1487.47    17.834   0.017  17.180   0.012  16.132   0.014  14.865   0.027
  482    598.31  1576.75    18.366   0.025  17.185   0.013  15.897   0.014  14.460   0.029
  483   1176.89   585.33    18.311   0.023  17.185   0.015  16.117   0.014  14.904   0.018
  484    796.97   811.87    18.591   0.025  17.192   0.014  15.736   0.013  14.101   0.022
  485   1184.42  1384.34    17.902   0.021  17.189   0.012  16.122   0.016  14.852   0.017
  486      9.88  1000.03    17.540   0.019  17.187   0.017  16.399   0.025  15.294   0.030
  487   1219.39   814.58    17.715   0.016  17.191   0.013  16.221   0.012  15.034   0.019
  488   1230.08   470.78    17.580   0.019  17.191   0.010  16.349   0.017  15.287   0.023
  489    833.91  1137.90    17.644   0.019  17.189   0.014  16.592   0.015  15.769   0.021
  490    647.16  1911.86    17.520   0.016  17.194   0.018  16.373   0.019  15.374   0.036
  491   1312.64   640.57    17.642   0.014  17.194   0.010  16.423   0.020  15.389   0.019
  492   1018.38  1715.87    17.704   0.020  17.197   0.016  16.343   0.018  15.276   0.032
  493    140.59   428.88    17.714   0.016  17.200   0.012  16.433   0.014  15.381   0.024
