
			NGC 7790 - Phelps & Janes 1994

star     x       y      V      B-V    U-B    dV   dBV   dUB   dP   nV nB nU
 1226  760.81  653.80 17.801  1.155 99.999  0.00  0.00  0.00 0.14  1  1  0
 1227  219.72  653.94 18.349  1.301  0.169  0.00  0.00  0.00 0.27  1  1  1
 1228  554.82  654.34 18.907  1.274 99.999  0.00  0.00  0.00 0.11  1  1  0
 1229  328.47  655.56 17.643  1.182  0.721  0.00  0.00  0.00 0.18  1  1  1
 1230  796.66  655.79 19.508  1.258 99.999  0.00  0.00  0.00 0.20  1  1  0
 1231   34.63  656.15 18.798  1.644 99.999  0.00  0.00  0.00 0.23  1  1  0
 1232  460.09  656.49 17.484  0.860  0.465  0.00  0.00  0.01 0.20  2  2  2
 1233  409.56  656.35 17.657  0.882  0.230  0.00  0.00  0.00 0.14  1  1  1
 1234  443.84  657.07 19.036  1.237 99.999  0.00  0.00  0.00 0.06  1  1  0
 1235  488.97  657.30 18.267  1.228 99.999  0.00  0.00  0.00 0.11  2  2  0
 1236  684.56  658.55 14.905  0.720  0.317  0.00  0.00  0.00 0.04  1  1  1
 1237  406.70  658.94 20.800  0.332 99.999  0.00  0.00  0.00 0.19  1  1  0
 1238   68.18  659.57 17.021  1.281  1.559  0.00  0.00  0.00 0.23  1  1  1
 1239  604.51  659.83 18.802  1.513 99.999  0.00  0.00  0.00 0.04  1  1  0
 1240  377.34  660.36 19.060  1.090 99.999  0.00  0.00  0.00 0.03  1  1  0
 1241  441.07  660.58 15.363  0.584  0.358  0.00  0.00  0.00 0.04  1  1  1
 1242  171.86  661.43 20.852  0.463 99.999  0.00  0.00  0.00 0.32  1  1  0
 1243  841.21  662.38 19.526  1.670 99.999  0.00  0.00  0.00 0.41  1  1  0
 1244  202.20  662.63 15.816  0.527  0.371  0.00  0.00  0.00 0.05  1  1  1
 1245  577.09  665.03 19.187  1.209 99.999  0.00  0.00  0.00 0.06  1  1  0
 1246   76.61  665.27 18.855  1.204 99.999  0.00  0.00  0.00 0.14  1  1  0
 1247  685.21  665.84 18.872  1.010 99.999  0.00  0.00  0.00 0.13  1  1  0
 1248  183.60  666.05 18.573  1.085 99.999  0.00  0.00  0.00 0.17  1  1  0
 1249   52.05  666.16 18.485  1.217 99.999  0.00  0.00  0.00 0.11  1  1  0
 1250  375.29  666.51 17.854  0.951  0.622  0.00  0.00  0.00 0.38  1  1  1
 1251  927.36  666.73 19.759  1.228 99.999  0.00  0.00  0.00 0.11  1  1  0
 1252  612.64  666.84 16.931  0.925  0.368  0.00  0.00  0.00 0.11  1  1  1
 1253  717.89  667.48 19.169  1.966 99.999  0.00  0.00  0.00 0.06  1  1  0
 1254  729.16  667.74 15.224  0.820  0.297  0.00  0.00  0.00 0.03  1  1  1
 1255  948.29  668.25 16.612  0.886  0.373  0.00  0.00  0.00 0.07  1  1  1
 1256  386.99  668.42 14.716  0.468  0.157  0.00  0.00  0.00 0.04  1  1  1
 1257  624.11  669.28 20.079  1.069 99.999  0.00  0.00  0.00 0.58  1  1  0
 1258  819.27  670.74 18.577  1.535 99.999  0.00  0.00  0.00 0.10  1  1  0
 1259  330.57  671.02 17.609  0.905  0.237  0.00  0.00  0.00 0.09  1  1  1
 1260   94.83  671.03 15.493  0.483  0.078  0.00  0.00  0.00 0.08  1  1  1
 1261  534.65  671.03 15.785  0.563  0.388  0.00  0.00  0.00 0.04  1  1  1
 1262  785.65  671.34 19.342  1.419 99.999  0.00  0.00  0.00 0.06  1  1  0
 1263  359.38  672.00 17.505  1.090 99.999  0.00  0.00  0.00 0.02  1  1  0
 1264  826.79  674.00 19.236  1.226 99.999  0.00  0.00  0.00 0.31  1  1  0
 1265  350.10  674.02 18.995  1.695 99.999  0.00  0.00  0.00 0.16  1  1  0
 1266  438.16  674.17 13.681  0.395  0.011  0.00  0.00  0.00 0.03  1  1  1
 1267  286.35  674.36 19.615  0.988 99.999  0.00  0.00  0.00 0.20  1  1  0
 1268   53.90  674.38 18.217  1.104 99.999  0.00  0.00  0.00 0.04  1  1  0
 1269  845.26  675.23 15.538  1.511  1.607  0.00  0.00  0.00 0.23  1  1  1
 1270  432.33  677.57 16.625  1.319  0.837  0.00  0.00  0.00 0.05  1  1  1
 1271  224.60  678.48 15.922  0.705  0.568  0.00  0.00  0.00 0.06  1  1  1
 1272  298.21  678.69 18.301  0.872 99.999  0.00  0.00  0.00 0.19  1  1  0
 1273  444.79  680.12 16.608  0.689  0.523  0.00  0.00  0.00 0.12  1  1  1
 1274  595.61  680.29 20.499  1.037 99.999  0.00  0.00  0.00 0.34  1  1  0
 1275  405.81  681.13 16.289  0.596  0.443  0.00  0.00  0.00 0.06  1  1  1
 1276  232.31  681.29 16.822  0.905  0.480  0.00  0.00  0.00 0.04  1  1  1
 1277  107.63  682.49 19.711  1.409 99.999  0.00  0.00  0.00 0.36  1  1  0
 1278  412.66  682.93 19.093  1.141 99.999  0.00  0.00  0.00 0.25  1  1  0
 1279  756.44  684.09 19.320  1.356 99.999  0.00  0.00  0.00 0.09  1  1  0
 1280  583.61  685.04 19.724  1.265 99.999  0.00  0.00  0.00 0.19  1  1  0
 1281  143.51  685.20 19.928  1.577 99.999  0.00  0.00  0.00 0.18  1  1  0
 1282  362.80  685.32 18.716  1.081 99.999  0.00  0.00  0.00 0.16  1  1  0
 1283    6.19  685.71 16.778  0.928  0.431  0.00  0.00  0.00 0.10  1  1  1
 1284  349.49  685.81 19.091  1.169 99.999  0.00  0.00  0.00 0.31  1  1  0
 1285  818.97  686.19 19.860  1.004 99.999  0.00  0.00  0.00 0.39  1  1  0
 1286  252.78  686.36 18.334  1.264 99.999  0.00  0.00  0.00 0.01  1  1  0
 1287  424.08  686.72 15.757  1.025  0.545  0.00  0.00  0.00 0.04  1  1  1
 1288  393.75  687.20 16.443  1.015  0.586  0.00  0.00  0.00 0.06  1  1  1
 1289  143.58  689.06 19.512  1.135 99.999  0.00  0.00  0.00 0.14  1  1  0
 1290  498.92  689.78 15.230  0.855  0.333  0.00  0.00  0.00 0.04  2  2  2
 1291  667.71  690.71 18.811  1.263 99.999  0.00  0.00  0.00 0.08  1  1  0
 1292  649.65  691.19 13.148  0.533  0.358  0.00  0.00  0.00 0.03  1  1  1
 1293  509.69  691.32 18.222  1.120 99.999  0.00  0.01  0.00 0.03  2  2  0
 1294  319.51  691.71 15.963  0.583  0.406  0.00  0.00  0.00 0.08  1  1  1
 1295  428.73  692.37 15.590  0.527  0.355  0.00  0.00  0.00 0.05  1  1  1
 1296  321.56  694.56 20.354  0.073 99.999  0.00  0.00  0.00 0.40  1  1  0
 1297  589.12  695.68 19.384  1.302 99.999  0.00  0.00  0.00 0.20  1  1  0
 1298  518.76  696.07 17.711  1.067 99.999  0.00  0.00  0.00 0.07  1  1  0
 1299  599.66  697.44 17.334  1.070  0.791  0.00  0.00  0.00 0.20  1  1  1
 1300  234.71  697.41 17.491  1.336 99.999  0.00  0.00  0.00 0.09  1  1  0
 1301  207.54  698.13 17.369  1.115  0.720  0.00  0.00  0.00 0.20  1  1  1
 1302  240.57  698.53 18.460  1.053  0.185  0.00  0.00  0.00 0.23  1  1  1
 1303  118.39  699.40 17.056  0.942  0.442  0.00  0.00  0.00 0.25  1  1  1
 1304  257.66  699.27 18.210  1.189 99.999  0.00  0.00  0.00 0.10  1  1  0
 1305  224.76  700.26 17.355  1.115 99.999  0.00  0.00  0.00 0.16  1  1  0
 1306  417.23  700.63 14.390  0.441  0.076  0.00  0.00  0.00 0.03  1  1  1
 1307  801.74  700.67 19.271  0.811  0.008  0.00  0.00  0.00 0.22  1  1  1
 1308  279.67  701.20 18.627  1.036 99.999  0.00  0.00  0.00 0.34  1  1  0
 1309  111.36  701.50 16.676  1.601  1.424  0.00  0.00  0.00 0.12  1  1  1
 1310  231.17  701.48 16.264  0.926  0.480  0.00  0.00  0.00 0.06  1  1  1
 1311  340.04  701.76 16.734  1.140  0.928  0.00  0.00  0.00 0.24  1  1  1
 1312  791.82  701.63 18.758  0.961 99.999  0.00  0.00  0.00 0.11  1  1  0
 1313  223.74  702.05 16.331  0.632  0.326  0.00  0.00  0.00 0.25  1  1  1
 1314  174.68  702.71 17.876  1.117  1.065  0.00  0.00  0.00 0.43  1  1  1
 1315   37.59  702.96 17.798  1.575 99.999  0.00  0.00  0.00 0.04  1  1  0
 1316  290.68  703.13 19.700  1.051 99.999  0.00  0.00  0.00 0.20  1  1  0
 1317  185.25  705.44 18.592  1.295 99.999  0.00  0.00  0.00 0.14  1  1  0
 1318  265.66  706.66 15.955  0.729  0.609  0.00  0.00  0.00 0.06  1  1  1
 1319  476.52  707.18 17.755  1.623 99.999  0.00  0.00  0.00 0.05  2  2  0
 1320  659.24  708.03 13.517  0.455  0.020  0.00  0.00  0.00 0.04  1  1  1
 1321  273.89  708.90 18.720  1.007 99.999  0.00  0.00  0.00 0.18  1  1  0
 1322  466.10  709.04 16.422  1.646  1.518  0.00  0.00  0.00 0.23  2  2  2
 1323  903.87  709.96 14.982  1.465 99.999  0.00  0.00  0.00 0.06  1  1  0
 1324  197.80  710.42 19.529  1.232 99.999  0.00  0.00  0.00 0.26  1  1  0
 1325  237.95  710.34 19.043  1.361 99.999  0.00  0.00  0.00 0.18  1  1  0
 1326  712.58  710.85 17.874  1.174 99.999  0.00  0.00  0.00 0.09  1  1  0
 1327  595.83  711.55 17.005  1.156  0.992  0.00  0.00  0.00 0.13  1  1  1
 1328  793.59  712.39 19.190  1.297 99.999  0.00  0.00  0.00 0.16  1  1  0
 1329  904.51  712.79 14.816  1.753 99.999  0.00  0.00  0.00 0.02  1  1  0
 1330  129.54  713.18 19.866  1.228 99.999  0.00  0.00  0.00 0.30  1  1  0
 1331  273.75  714.66 19.502  1.839 99.999  0.00  0.00  0.00 0.26  1  1  0
 1332  396.26  714.77 18.199  1.045  0.713  0.00  0.00  0.00 0.11  1  1  1
 1333  901.07  715.15 18.931  1.423 99.999  0.00  0.00  0.00 0.15  1  1  0
 1334  801.38  715.80 19.665  0.987 99.999  0.00  0.00  0.00 0.31  1  1  0
 1335  424.17  716.30 17.356  1.670 99.999  0.00  0.00  0.00 0.04  1  1  0
 1336  124.27  717.05 17.970  1.121 99.999  0.00  0.00  0.00 0.06  1  1  0
 1337  180.96  717.07 18.251  1.236 99.999  0.00  0.00  0.00 0.09  1  1  0
 1338  554.27  717.84 18.354  1.070 99.999  0.00  0.00  0.00 0.04  1  1  0
 1339  886.42  718.27 17.295  1.273 99.999  0.00  0.00  0.00 0.04  1  1  0
 1340  315.36  719.24 18.651  0.947 99.999  0.00  0.00  0.00 0.12  1  1  0
 1341  243.48  721.87 18.149  1.186 99.999  0.00  0.00  0.00 0.11  1  1  0
 1342  509.83  722.16 19.122  1.195 99.999  0.01  0.01  0.00 0.33  2  2  0
 1343  337.31  722.30 17.519  0.867 99.999  0.00  0.00  0.00 0.10  1  1  0
 1344  483.48  722.59 18.691  1.038 99.999  0.00  0.00  0.00 0.23  2  2  0
 1345  667.69  722.88 18.878  1.003 99.999  0.00  0.00  0.00 0.35  1  1  0
 1346  722.41  723.67 19.158  1.226 99.999  0.00  0.00  0.00 0.12  1  1  0
 1347  877.32  723.68 18.912  1.229 99.999  0.00  0.00  0.00 0.10  1  1  0
 1348  290.48  724.55 18.852  1.120 99.999  0.00  0.00  0.00 0.03  1  1  0
 1349  335.78  724.93 15.429  0.582  0.369  0.00  0.00  0.00 0.10  1  1  1
 1350  924.67  725.19 18.083  1.101 99.999  0.00  0.00  0.00 0.07  1  1  0
 1351  493.85  725.59 19.227  0.896 99.999  0.00  0.00  0.00 0.03  2  2  0
 1352  371.48  725.88 17.884  0.892  0.379  0.00  0.00  0.00 0.24  1  1  1
 1353  427.92  726.00 17.863  0.878  0.435  0.00  0.00  0.00 0.21  1  1  1
 1354  460.60  726.16 18.437  1.240 99.999  0.01  0.01  0.00 0.12  2  2  0
 1355  273.53  726.83 15.342  1.679  1.548  0.00  0.00  0.00 0.20  1  1  1
 1356  158.33  726.94 15.339  0.518  0.367  0.00  0.00  0.00 0.06  1  1  1
 1357   67.63  727.91 18.847  1.016 99.999  0.00  0.00  0.00 0.46  1  1  0
 1358  440.74  727.90 14.241  0.534 -0.225  0.00  0.00  0.00 0.04  1  1  1
 1359  337.66  728.68 19.870  0.773 99.999  0.00  0.00  0.00 0.59  1  1  0
 1361  166.05  729.50 18.114  0.958  0.239  0.00  0.00  0.00 0.13  1  1  1
 1362  241.98  729.68 19.306  1.595 99.999  0.00  0.00  0.00 0.17  1  1  0
 1363  471.55  730.01 17.769  0.982  0.427  0.00  0.00  0.00 0.10  2  2  2
 1364   63.34  730.08 17.888  0.924  0.568  0.00  0.00  0.00 0.18  1  1  1
 1365  404.10  730.15 17.972  0.903 99.999  0.00  0.00  0.00 0.00  1  1  0
 1366  578.25  730.46 17.694  0.984 99.999  0.00  0.00  0.00 0.02  1  1  0
 1367  211.64  731.30 13.738  0.296 99.999  0.00  0.00  0.00 0.07  1  1  0
 1368  828.37  731.69 18.567  1.258 99.999  0.00  0.00  0.00 0.21  1  1  0
 1369  307.62  732.46 19.216  1.104 99.999  0.00  0.00  0.00 0.19  1  1  0
 1370  282.37  732.79 19.209  1.421 99.999  0.00  0.00  0.00 0.31  1  1  0
 1371  554.46  734.45 19.035  1.669 99.999  0.00  0.00  0.00 0.68  1  1  0
 1372  934.19  734.73 19.621  1.246 99.999  0.00  0.00  0.00 0.28  1  1  0
 1373  680.52  735.64 19.280  1.138 -0.446  0.00  0.00  0.00 0.23  1  1  1
 1374  744.56  735.75 16.973  1.625  1.060  0.00  0.00  0.00 0.35  1  1  1
 1375  924.87  735.81 18.788  1.153 99.999  0.00  0.00  0.00 0.11  1  1  0
 1376  236.30  736.01 16.007  0.844  0.433  0.00  0.00  0.00 0.10  1  1  1
 1377  819.64  738.39 18.543  0.928 99.999  0.00  0.00  0.00 0.20  1  1  0
 1378  325.92  740.37 17.830  1.244 99.999  0.00  0.00  0.00 0.16  1  1  0
 1379  743.52  740.42 18.605  1.201 99.999  0.00  0.00  0.00 0.25  1  1  0
 1380  698.45  741.29 17.236  0.891  0.308  0.00  0.00  0.00 0.30  1  1  1
 1381  711.12  741.69 17.906  1.038  0.204  0.00  0.00  0.00 0.21  1  1  1
 1382  268.67  741.55 18.618  1.419 99.999  0.00  0.00  0.00 0.23  1  1  0
 1383  298.07  742.36 17.267  1.631  1.224  0.00  0.00  0.00 0.13  1  1  1
 1384  793.67  742.35 15.178  0.842  0.386  0.00  0.00  0.00 0.03  1  1  1
 1385  381.39  742.60 18.324  1.083 99.999  0.00  0.00  0.00 0.15  1  1  0
 1386  116.35  743.40 18.269  0.979 99.999  0.00  0.00  0.00 0.07  1  1  0
 1387  869.41  743.63 17.437  1.673 99.999  0.00  0.00  0.00 0.10  1  1  0
 1388  424.40  744.22 17.230  1.009  0.252  0.00  0.00  0.00 0.19  1  1  1
 1389   43.20  745.48 14.860  0.796  0.466  0.00  0.00  0.00 0.08  1  1  1
 1390  184.57  745.78 15.985  0.600  0.454  0.00  0.00  0.00 0.08  1  1  1
 1391  759.85  746.84 16.529  0.734  0.549  0.00  0.00  0.00 0.10  1  1  1
 1392  355.14  746.94 18.677  1.640 99.999  0.00  0.00  0.00 0.16  1  1  0
 1393  501.13  748.43 16.965  0.829  0.355  0.00  0.00  0.00 0.06  2  2  2
 1394   61.27  749.22 17.217  1.266 99.999  0.00  0.00  0.00 0.07  1  1  0
 1395  436.93  751.28 17.644  0.975  0.531  0.00  0.00  0.00 0.19  1  1  1
 1396  887.61  751.34 16.704  0.736  0.469  0.00  0.00  0.00 0.11  1  1  1
 1397  366.28  752.02 15.956  0.696  0.485  0.00  0.00  0.00 0.07  1  1  1
 1398  767.15  752.36 17.792  0.970  0.732  0.00  0.00  0.00 0.17  1  1  1
 1399  334.11  753.42 19.761  1.569 99.999  0.00  0.00  0.00 0.25  1  1  0
 1400  457.58  755.60 18.992  1.414 99.999  0.01  0.02  0.00 0.11  2  2  0
 1401  470.37  756.10 17.543  1.062  0.505  0.00  0.00  0.00 0.09  2  2  2
 1402  656.60  757.02 18.717  0.943 99.999  0.00  0.00  0.00 0.10  1  1  0
 1403  833.43  757.54 18.664  1.122 99.999  0.00  0.00  0.00 0.06  1  1  0
 1404  192.30  759.59 17.296  0.879  0.636  0.00  0.00  0.00 0.14  1  1  1
 1405  431.09  760.12 16.061  1.139  0.962  0.00  0.00  0.00 0.14  1  1  1
 1406  733.08  760.58 15.776  0.683  0.471  0.00  0.00  0.00 0.03  1  1  1
 1407  518.56  760.76 18.979  1.279 99.999  0.00  0.00  0.00 0.24  1  1  0
 1408  601.93  761.03 19.217  1.407 99.999  0.00  0.00  0.00 0.24  1  1  0
 1409  928.32  761.38 19.439  1.338 99.999  0.00  0.00  0.00 0.10  1  1  0
 1410  524.53  761.70 15.950  0.540  0.485  0.00  0.00  0.00 0.04  1  1  1
 1411  224.22  762.46 17.768  1.108  1.091  0.00  0.00  0.00 0.05  1  1  1
 1412  842.63  762.69 18.792  1.203 99.999  0.00  0.00  0.00 0.17  1  1  0
 1413  617.86  762.71 16.717  0.690  0.487  0.00  0.00  0.00 0.06  1  1  1
 1414  498.73  762.89 18.280  1.225 99.999  0.00  0.00  0.00 0.07  2  2  0
 1415  671.62  763.32 14.520  0.533  0.405  0.00  0.00  0.00 0.05  1  1  1
 1416  142.66  764.18 19.211  0.959 99.999  0.00  0.00  0.00 0.27  1  1  0
 1417  832.65  764.42 20.567  0.586 99.999  0.00  0.00  0.00 0.49  1  1  0
 1418  869.36  765.81 19.150  1.196 99.999  0.00  0.00  0.00 0.26  1  1  0
 1419  310.81  765.91 20.172  1.017 99.999  0.00  0.00  0.00 0.16  1  1  0
 1420  197.45  766.08 15.878  0.627  0.496  0.00  0.00  0.00 0.07  1  1  1
 1421  534.77  766.24 20.096  1.267 99.999  0.00  0.00  0.00 0.27  1  1  0
 1422  585.12  766.90 16.259  1.016  0.572  0.00  0.00  0.00 0.03  1  1  1
 1423   26.21  767.40 19.732  1.305 99.999  0.00  0.00  0.00 0.41  1  1  0
 1424  622.89  767.56 18.815  0.951 99.999  0.00  0.00  0.00 0.16  1  1  0
 1425  172.42  770.19 17.620  1.048  0.165  0.00  0.00  0.00 0.13  1  1  1
 1426  488.84  773.26 19.022  1.778 99.999  0.00  0.00  0.00 0.09  2  2  0
 1427  194.09  773.52 18.560  1.495 99.999  0.00  0.00  0.00 0.10  1  1  0
 1428  908.60  773.80 18.995  1.601 99.999  0.00  0.00  0.00 0.35  1  1  0
 1429  463.33  773.77 13.176  0.474  0.388  0.00  0.00  0.00 0.05  2  2  2
 1430  343.50  774.20 18.576  1.166  0.417  0.00  0.00  0.00 0.19  1  1  1
 1431  219.34  775.82 18.866  1.044  0.229  0.00  0.00  0.00 0.21  1  1  1
 1432  317.12  776.26 15.610  0.538  0.396  0.00  0.00  0.00 0.05  1  1  1
 1433  870.57  778.66 12.965  1.322  1.296  0.00  0.00  0.00 0.07  1  1  1
 1434  101.81  779.58 17.375  1.211  0.753  0.00  0.00  0.00 0.18  1  1  1
 1435  828.35  779.50 18.846  1.234 99.999  0.00  0.00  0.00 0.10  1  1  0
 1436  122.55  780.63 19.245  1.757 99.999  0.00  0.00  0.00 0.36  1  1  0
 1437  395.61  780.74 17.619  1.490 99.999  0.00  0.00  0.00 0.11  1  1  0
 1438  420.52  781.55 17.885  1.072  0.636  0.00  0.00  0.00 0.22  1  1  1
 1439  872.38  781.65 16.429  0.448  0.620  0.00  0.00  0.00 0.12  1  1  1
 1440  934.65  781.66 18.500  1.121 99.999  0.00  0.00  0.00 0.06  1  1  0
 1441  518.23  782.68 19.581  1.409 99.999  0.00  0.00  0.00 0.18  1  1  0
 1442  260.49  783.04 18.799  0.979 99.999  0.00  0.00  0.00 0.19  1  1  0
 1443  465.60  783.13 18.997  0.938 -0.494  0.01  0.02  0.01 0.30  1  2  2
 1444  183.16  783.23 20.474  0.579 99.999  0.00  0.00  0.00 0.31  1  1  0
 1445  954.23  783.89 17.358  0.894  0.465  0.00  0.00  0.00 0.18  1  1  1
 1446  132.41  784.22 18.804  1.012 99.999  0.00  0.00  0.00 0.33  1  1  0
 1447  491.71  784.60 16.028  0.778  0.642  0.00  0.00  0.00 0.08  2  2  2
 1448  788.01  785.00 17.896  1.044  0.454  0.00  0.00  0.00 0.23  1  1  1
 1449  932.83  785.64 17.346  0.893  0.293  0.00  0.00  0.00 0.12  1  1  1
 1450  622.55  786.10 19.227  1.113 99.999  0.00  0.00  0.00 0.42  1  1  0
 1451  215.23  786.25 19.733  1.784 99.999  0.00  0.00  0.00 0.32  1  1  0
 1452  395.78  786.46 15.532  0.629  0.206  0.00  0.00  0.00 0.10  1  1  1
 1453  158.80  786.53 20.456  1.078 99.999  0.00  0.00  0.00 0.16  1  1  0
 1454  511.09  787.53 19.925  0.890 99.999  0.00  0.00  0.00 0.58  1  1  0
 1455  418.93  788.65 16.640  0.912  0.299  0.00  0.00  0.00 0.21  1  1  1
 1456  722.77  788.90 19.317  1.060 99.999  0.00  0.00  0.00 0.13  1  1  0
 1457  734.97  789.03 17.922  1.450 99.999  0.00  0.00  0.00 0.10  1  1  0
 1458  240.46  789.68 19.319  1.443 99.999  0.00  0.00  0.00 0.50  1  1  0
 1459  193.35  789.86 18.670  0.889 99.999  0.00  0.00  0.00 0.08  1  1  0
 1460   88.58  790.77 19.469  1.370 99.999  0.00  0.00  0.00 0.35  1  1  0
 1461  142.69  790.87 19.588  1.505 99.999  0.00  0.00  0.00 0.32  1  1  0
 1462  428.49  791.07 16.597  0.976  0.579  0.00  0.00  0.00 0.09  1  1  1
 1463  878.45  791.46 17.053  1.141  0.635  0.00  0.00  0.00 0.38  1  1  1
 1464  375.38  793.07 18.660  1.016 99.999  0.00  0.00  0.00 0.10  1  1  0
 1465  315.61  794.32 18.540  0.973 99.999  0.00  0.00  0.00 0.08  1  1  0
 1466  272.86  795.11 18.981  1.568 99.999  0.00  0.00  0.00 0.39  1  1  0
 1467  606.91  796.10 16.788  0.877  0.449  0.00  0.00  0.00 0.06  1  1  1
 1468  540.93  797.20 20.281  0.949 99.999  0.00  0.00  0.00 0.27  1  1  0
 1469   17.29  798.01 17.131  1.228  0.899  0.00  0.00  0.00 0.16  1  1  1
 1470  748.07  798.03 17.693  0.828  1.022  0.00  0.00  0.00 0.13  1  1  1
 1471  646.24  799.07 15.790  1.543  1.419  0.00  0.00  0.00 0.25  1  1  1
 1472  716.78  799.39 17.548  1.012  0.480  0.00  0.00  0.00 0.44  1  1  1
 1473   83.28  800.87 17.428  1.283 99.999  0.00  0.00  0.00 0.07  1  1  0
 1474  242.64  801.83 13.693  1.383  1.335  0.00  0.00  0.00 0.07  1  1  1
 1475  294.80  802.70 18.126  1.039  0.342  0.00  0.00  0.00 0.11  1  1  1
 1476  499.30  805.05 18.422  1.072  0.195  0.00  0.01  0.00 0.07  2  2  1
 1477  634.49  805.09 18.399  1.270 99.999  0.00  0.00  0.00 0.11  1  1  0
 1478  720.15  805.90 16.234  0.715  0.524  0.00  0.00  0.00 0.11  1  1  1
 1479  907.60  806.02 18.686  1.340 99.999  0.00  0.00  0.00 0.08  1  1  0
 1480  611.26  806.01 19.653  1.357 99.999  0.00  0.00  0.00 0.32  1  1  0
 1481   73.87  807.24 19.298  1.065 99.999  0.00  0.00  0.00 0.46  1  1  0
 1482  442.32  807.86 19.370  1.604 99.999  0.00  0.00  0.00 0.23  1  1  0
 1483  187.60  807.79 16.343  0.915  0.478  0.00  0.00  0.00 0.08  1  1  1
 1484  384.20  808.03 18.876  1.205 99.999  0.00  0.00  0.00 0.20  1  1  0
 1485  503.97  808.84 18.578  1.107 99.999  0.00  0.01  0.00 0.03  2  2  0
 1486  642.30  809.19 17.848  0.925 99.999  0.00  0.00  0.00 0.13  1  1  0
 1487  203.30  809.68 19.783  0.708 99.999  0.00  0.00  0.00 0.12  1  1  0
 1488  378.62  810.26 19.304  1.403 99.999  0.00  0.00  0.00 0.23  1  1  0
 1489  624.35  812.07 18.426  1.103  0.319  0.00  0.00  0.00 0.21  1  1  1
 1490  757.50  812.70 20.248  0.892 99.999  0.00  0.00  0.00 0.05  1  1  0
 1491  321.27  813.27 17.581  0.893  0.744  0.00  0.00  0.00 0.43  1  1  1
 1492  428.90  814.16 17.746  0.911  0.385  0.00  0.00  0.00 0.10  1  1  1
 1493  102.27  814.47 19.192  1.014 99.999  0.00  0.00  0.00 0.07  1  1  0
 1494  186.71  814.81 16.269  0.575  0.466  0.00  0.00  0.00 0.06  1  1  1
 1495  119.01  815.91 19.291  1.398 99.999  0.00  0.00  0.00 0.04  1  1  0
 1496  858.02  815.98 15.830  0.828  0.259  0.00  0.00  0.00 0.01  1  1  1
 1497   36.02  816.77 19.861  1.060 99.999  0.00  0.00  0.00 0.21  1  1  0
 1498  776.36  817.17 19.704  1.119 99.999  0.00  0.00  0.00 0.26  1  1  0
 1499  884.86  817.87 16.430  0.783  0.413  0.00  0.00  0.00 0.07  1  1  1
 1500   26.85  817.90 16.928  0.852  0.768  0.00  0.00  0.00 0.18  1  1  1
 1501  161.09  818.40 16.385  1.486  1.167  0.00  0.00  0.00 0.10  1  1  1
 1502  585.74  819.05 18.206  1.103 99.999  0.00  0.00  0.00 0.03  1  1  0
 1503  864.14  819.20 19.089  1.249 99.999  0.00  0.00  0.00 0.15  1  1  0
 1504  750.23  819.82 18.275  1.150 99.999  0.00  0.00  0.00 0.13  1  1  0
 1505  204.41  820.14 16.239  0.797  0.559  0.00  0.00  0.00 0.06  1  1  1
 1506  372.99  820.54 15.748  1.001  0.551  0.00  0.00  0.00 0.10  1  1  1
 1507  821.77  821.44 20.181  1.207 99.999  0.00  0.00  0.00 0.17  1  1  0
 1508  403.20  822.07 19.415  1.501 99.999  0.00  0.00  0.00 0.16  1  1  0
 1509  559.64  822.05 15.846  0.866  0.379  0.00  0.00  0.00 0.02  1  1  1
 1510  286.64  822.14 18.385  0.959 99.999  0.00  0.00  0.00 0.06  1  1  0
 1511  953.62  822.89 19.305  1.104 99.999  0.00  0.00  0.00 0.35  1  1  0
 1512  666.68  823.50 19.344  0.990 99.999  0.00  0.00  0.00 0.28  1  1  0
 1513  879.29  824.78 16.786  0.807  0.413  0.00  0.00  0.00 0.23  1  1  1
 1514  431.06  825.81 19.899  1.731 99.999  0.00  0.00  0.00 0.67  1  1  0
 1515  616.54  827.27 20.046  1.015 99.999  0.00  0.00  0.00 0.23  1  1  0
 1516  922.93  827.50 19.098  1.539 99.999  0.00  0.00  0.00 0.22  1  1  0
 1517   88.89  827.67 19.833  1.643 99.999  0.00  0.00  0.00 0.02  1  1  0
 1518  534.31  828.16 20.321  0.866 99.999  0.00  0.00  0.00 0.37  1  1  0
 1519  739.07  828.08 17.964  1.235 99.999  0.00  0.00  0.00 0.11  1  1  0
 1520  624.82  829.13 16.484  0.705  0.485  0.00  0.00  0.00 0.14  1  1  1
 1521  428.61  829.32 19.442  1.110 99.999  0.00  0.00  0.00 0.09  1  1  0
 1522  676.14  829.78 19.038  1.321 99.999  0.00  0.00  0.00 0.19  1  1  0
 1523  331.76  832.69 13.167  1.492  1.579  0.00  0.00  0.00 0.08  1  1  1
 1524  232.99  833.41 19.114  1.103 99.999  0.00  0.00  0.00 0.22  1  1  0
 1525  522.90  833.81 17.931  1.502  0.732  0.00  0.00  0.00 0.29  1  1  1
 1526  420.98  834.45 20.550  1.087 99.999  0.00  0.00  0.00 0.33  1  1  0
 1527  497.42  834.66 16.096  0.689  0.506  0.00  0.00  0.00 0.04  2  2  2
 1528  724.20  834.74 14.617  1.314  1.207  0.00  0.00  0.00 0.04  1  1  1
 1529   24.47  835.37 14.476  0.395  0.227  0.00  0.00  0.00 0.08  1  1  1
